"Package","LibPath","Version","GithubRepo","GithubUsername","GithubRef","GithubSHA1"
"statmod","/home/tmichele/projects/NWT/libraryNWT/4.0","1.4.35",NA,NA,NA,NA
"stringfish","/home/tmichele/projects/NWT/libraryNWT/4.0","0.14.2",NA,NA,NA,NA
"stringi","/home/tmichele/projects/NWT/libraryNWT/4.0","1.5.3",NA,NA,NA,NA
"stringr","/home/tmichele/projects/NWT/libraryNWT/4.0","1.4.0",NA,NA,NA,NA
"SuppDists","/home/tmichele/projects/NWT/libraryNWT/4.0","1.1-9.5",NA,NA,NA,NA
"sys","/home/tmichele/projects/NWT/libraryNWT/4.0","3.4",NA,NA,NA,NA
"sysfonts","/home/tmichele/projects/NWT/libraryNWT/4.0","0.8.3",NA,NA,NA,NA
"testthat","/home/tmichele/projects/NWT/libraryNWT/4.0","3.0.1",NA,NA,NA,NA
"tibble","/home/tmichele/projects/NWT/libraryNWT/4.0","3.0.5",NA,NA,NA,NA
"tictoc","/home/tmichele/projects/NWT/libraryNWT/4.0","1.0",NA,NA,NA,NA
"tidyr","/home/tmichele/projects/NWT/libraryNWT/4.0","1.1.2",NA,NA,NA,NA
"tidyselect","/home/tmichele/projects/NWT/libraryNWT/4.0","1.1.0",NA,NA,NA,NA
"tiler","/home/tmichele/projects/NWT/libraryNWT/4.0","0.2.4",NA,NA,NA,NA
"timeDate","/home/tmichele/projects/NWT/libraryNWT/4.0","3043.102",NA,NA,NA,NA
"TimeWarp","/home/tmichele/projects/NWT/libraryNWT/4.0","1.0.15",NA,NA,NA,NA
"tinytex","/home/tmichele/projects/NWT/libraryNWT/4.0","0.29",NA,NA,NA,NA
"TMB","/home/tmichele/projects/NWT/libraryNWT/4.0","1.7.19",NA,NA,NA,NA
"trust","/home/tmichele/projects/NWT/libraryNWT/4.0","0.1-8",NA,NA,NA,NA
"units","/home/tmichele/projects/NWT/libraryNWT/4.0","0.6-7",NA,NA,NA,NA
"usefulFuns","/home/tmichele/projects/NWT/libraryNWT/4.0","0.1.0","usefulFuns","PredictiveEcology","NWTworking","a0dcfd232ebbe7ddf8ef2c1cb82196e2f271ef04"
"usethis","/home/tmichele/projects/NWT/libraryNWT/4.0","2.0.0",NA,NA,NA,NA
"utf8","/home/tmichele/projects/NWT/libraryNWT/4.0","1.1.4",NA,NA,NA,NA
"uuid","/home/tmichele/projects/NWT/libraryNWT/4.0","0.1-4",NA,NA,NA,NA
"vctrs","/home/tmichele/projects/NWT/libraryNWT/4.0","0.3.6",NA,NA,NA,NA
"versions","/home/tmichele/projects/NWT/libraryNWT/4.0","0.3",NA,NA,NA,NA
"viridis","/home/tmichele/projects/NWT/libraryNWT/4.0","0.5.1",NA,NA,NA,NA
"viridisLite","/home/tmichele/projects/NWT/libraryNWT/4.0","0.3.0",NA,NA,NA,NA
"visNetwork","/home/tmichele/projects/NWT/libraryNWT/4.0","2.0.9",NA,NA,NA,NA
"visualTest","/home/tmichele/projects/NWT/libraryNWT/4.0","1.0.0","visualTest","MangoTheCat","9b835a707479a9162ca50f108308a5d814bbc923","9b835a707479a9162ca50f108308a5d814bbc923"
"waldo","/home/tmichele/projects/NWT/libraryNWT/4.0","0.2.3",NA,NA,NA,NA
"whisker","/home/tmichele/projects/NWT/libraryNWT/4.0","0.4",NA,NA,NA,NA
"withr","/home/tmichele/projects/NWT/libraryNWT/4.0","2.4.1",NA,NA,NA,NA
"xfun","/home/tmichele/projects/NWT/libraryNWT/4.0","0.20",NA,NA,NA,NA
"xgboost","/home/tmichele/projects/NWT/libraryNWT/4.0","1.3.2.1",NA,NA,NA,NA
"XML","/home/tmichele/projects/NWT/libraryNWT/4.0","3.99-0.5",NA,NA,NA,NA
"xml2","/home/tmichele/projects/NWT/libraryNWT/4.0","1.3.2",NA,NA,NA,NA
"xmlparsedata","/home/tmichele/projects/NWT/libraryNWT/4.0","1.0.4",NA,NA,NA,NA
"xopen","/home/tmichele/projects/NWT/libraryNWT/4.0","1.0.0",NA,NA,NA,NA
"xtable","/home/tmichele/projects/NWT/libraryNWT/4.0","1.8-4",NA,NA,NA,NA
"yaml","/home/tmichele/projects/NWT/libraryNWT/4.0","2.2.1",NA,NA,NA,NA
"zip","/home/tmichele/projects/NWT/libraryNWT/4.0","2.1.1",NA,NA,NA,NA
"zoo","/home/tmichele/projects/NWT/libraryNWT/4.0","1.8-8",NA,NA,NA,NA
"base","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"boot","/usr/lib/R/library","1.3-26",NA,NA,NA,NA
"class","/usr/lib/R/library","7.3-18",NA,NA,NA,NA
"cluster","/usr/lib/R/library","2.1.0",NA,NA,NA,NA
"codetools","/usr/lib/R/library","0.2-18",NA,NA,NA,NA
"compiler","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"datasets","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"foreign","/usr/lib/R/library","0.8-81",NA,NA,NA,NA
"graphics","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"grDevices","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"grid","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"KernSmooth","/usr/lib/R/library","2.23-18",NA,NA,NA,NA
"lattice","/usr/lib/R/library","0.20-41",NA,NA,NA,NA
"MASS","/usr/lib/R/library","7.3-53",NA,NA,NA,NA
"Matrix","/usr/lib/R/library","1.3-2",NA,NA,NA,NA
"methods","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"mgcv","/usr/lib/R/library","1.8-33",NA,NA,NA,NA
"nlme","/usr/lib/R/library","3.1-151",NA,NA,NA,NA
"nnet","/usr/lib/R/library","7.3-15",NA,NA,NA,NA
"parallel","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"rpart","/usr/lib/R/library","4.1-15",NA,NA,NA,NA
"spatial","/usr/lib/R/library","7.3-13",NA,NA,NA,NA
"splines","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"stats","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"stats4","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"survival","/usr/lib/R/library","3.2-7",NA,NA,NA,NA
"tcltk","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"tools","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"translations","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
"utils","/usr/lib/R/library","4.0.3",NA,NA,NA,NA
